player,nationality,position,squad,age,value,height,foot,league,minutes,goals,assists,cards_yellow,cards_red,assists_per90,xg_per90,xa_per90,shots_total,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,npxg_per_shot,xg_net,passes,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,xa_net,passes_into_final_third,passes_into_penalty_area,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribbles_vs,dribble_tackles_pct,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,interceptions,clearances,errors,touches_def_3rd,touches_att_3rd,touches_att_pen_area,dribbles,dribbles_completed_pct,nutmegs,carry_distance,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,goalsm,cards_yellowm,cards_redm,assists_per90m,goals_assists_per90m,xg_per90m,xa_per90m,minutes_90sm,shots_on_target_pctm,shots_total_per90m,shots_on_target_per90m,xg_netm,passes_pctm,passes_pct_shortm,passes_pct_mediumm,passes_pct_longm,xa_netm,crosses_into_penalty_aream,passes_free_kicksm,passes_pressurem,crossesm,passes_lowm,passes_highm,passes_left_footm,passes_right_footm,passes_headm,passes_other_bodym,passes_offsidesm,passes_oobm,passes_interceptedm,passes_blockedm,sca_per90m,sca_passes_deadm,sca_dribblesm,gca_passes_deadm,gca_dribblesm,gca_shotsm,tackles_def_3rdm,tackles_mid_3rdm,tackles_att_3rdm,dribbles_vsm,dribble_tackles_pctm,pressure_regain_pctm,pressures_def_3rdm,pressures_mid_3rdm,pressures_att_3rdm,blocksm,blocked_shotsm,interceptionsm,clearancesm,errorsm,touches_def_3rdm,touches_att_3rdm,touches_att_pen_aream,dribblesm,dribbles_completed_pctm,nutmegsm,carry_distancem,passes_received_pctm,miscontrolsm,dispossessedm,cards_yellow_redm,foulsm,fouledm,offsidesm,pens_wonm,pens_concededm,own_goalsm,ball_recoveriesm,aerials_wonm,aerials_lostm,aerials_won_pctm,D,Pts,CL,WinCL,CLBestScorer,passes_progressive_ratio,pens_converted,gca/sca_summarym,tackles_pct,crosses_pen_pct,past_over_vs_dribbles,carry_progressive_distance_pct,games_started_pct,act_vs_exp_goals,act_vs_exp_assists
Ximo Navarro,es ESP,DF,Alavés,28.0,3000000.0,176.0,1,La Liga,2533.0,2.0,2.0,7.0,0.0,0.07,0.02,0.04,12.0,0.0,25.0,0.43,0.11,0.04,1.5,1001.0,77.8,88.1,84.8,54.3,0.8,53.0,13.0,171.0,38.0,0.0,114.0,17.0,33.0,0.0,0.0,0.0,0.0,158.0,281.0,84.0,683.0,85.0,131.0,1.0,0.0,28.0,13.0,24.0,30.0,1.07,4.0,4.0,1.0,3.0,5.0,0.18,0.0,0.0,0.0,1.0,0.0,40.0,10.0,3.0,39.0,46.2,31.7,164.0,65.0,23.0,41.0,12.0,1.0,53.0,148.0,1.0,581.0,197.0,18.0,28.0,71.4,0.0,4336.0,92.5,12.0,17.0,0.0,18.0,37.0,0.0,0.0,1.0,0.0,250.0,39.0,34.0,53.4,0.000789578,0.002763522,0.0,2.76e-05,5.53e-05,7.9e-06,1.58e-05,0.011093565,0.00986972,0.000169759,4.34e-05,0.000592183,0.030714568,0.034780892,0.033478089,0.021437031,0.000315831,0.00315831,0.015001974,0.045005922,0.01302803,0.062376629,0.110935649,0.033162258,0.269640742,0.033557047,0.000394789,0.0,0.011054086,0.005132254,0.009474931,0.000422424,0.001579155,0.001579155,0.0,0.0,0.0,0.015791552,0.003947888,0.001184366,0.015396763,0.018239242,0.012514805,0.064745361,0.025661271,0.009080142,0.01618634,0.004737465,0.020923806,0.058428741,0.000394789,0.229372286,0.077773391,0.007106198,0.011054086,0.028187919,0.0,1.711804185,0.036517963,0.004737465,0.006711409,0.0,0.007106198,0.014607185,0.0,0.0,0.000394789,0.0,0.098697197,0.015396763,0.013422819,0.021081721,11.0,50.0,0.0,0.0,0,0.40164308534915566,0.0,0.0031953218124999997,0.42990654205607476,0.23880597014925373,0.5384615384615384,0.514760147601476,0.9032258064516129,2.0,1.1764705882352942
Diego Rolán,uy URU,FW,Alavés,25.0,2000000.0,177.0,1,La Liga,215.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,2.0,0.0,0.0,0.84,0.0,0.04,-0.1,89.0,82.0,95.8,69.0,50.0,-0.1,2.0,3.0,6.0,1.0,0.0,21.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,25.0,7.0,72.0,11.0,4.0,0.0,3.0,4.0,1.0,2.0,7.0,2.11,0.0,0.0,1.0,2.0,1.0,0.3,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,10.0,30.0,21.4,17.0,17.0,8.0,4.0,1.0,0.0,2.0,1.0,0.0,27.0,52.0,5.0,13.0,69.2,1.0,687.0,74.8,9.0,8.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000139535,0.00055814,0.011162791,0.0,0.003906977,0.0,-0.000465116,0.381395349,0.445581395,0.320930233,0.23255814,-0.000465116,0.009302326,0.004651163,0.097674419,0.023255814,0.060465116,0.11627907,0.03255814,0.334883721,0.051162791,0.0,0.013953488,0.018604651,0.004651163,0.009302326,0.009813953,0.0,0.0,0.0,0.0,0.004651163,0.018604651,0.009302326,0.0,0.046511628,0.139534884,0.099534884,0.079069767,0.079069767,0.037209302,0.018604651,0.004651163,0.009302326,0.004651163,0.0,0.125581395,0.241860465,0.023255814,0.060465116,0.321860465,0.004651163,3.195348837,0.347906977,0.041860465,0.037209302,0.0,0.018604651,0.037209302,0.0,0.0,0.0,0.0,0.162790698,0.0,0.013953488,0.0,11.0,50.0,0.0,0.0,0,0.21042084168336672,0.0,0.008284883859375,0.46153846153846156,0.36363636363636365,0.7,0.537117903930131,0.3333333333333333,0.0,0.0
Rubén Sobrino,es ESP,FW,Alavés,26.0,3000000.0,185.0,1,La Liga,965.0,3.0,1.0,2.0,0.0,0.09,0.22,0.1,20.0,0.0,35.0,1.87,0.65,0.12,0.7,48.0,72.9,76.0,78.9,0.0,-0.1,2.0,0.0,4.0,1.0,0.0,65.0,1.0,11.0,0.0,0.0,0.0,0.0,44.0,46.0,36.0,165.0,31.0,0.0,7.0,0.0,2.0,8.0,14.0,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,15.0,33.3,22.3,58.0,167.0,66.0,16.0,0.0,0.0,3.0,10.0,0.0,43.0,169.0,43.0,30.0,70.0,1.0,1807.0,59.1,20.0,21.0,0.0,28.0,13.0,4.0,0.0,0.0,0.0,55.0,19.0,28.0,40.4,0.003108808,0.002072539,0.0,9.33e-05,0.00038342,0.000227979,0.000103627,0.011088083,0.03626943,0.001937824,0.000673575,0.000725389,0.075544041,0.078756477,0.081761658,0.0,-0.000103627,0.0,0.001036269,0.067357513,0.011398964,0.045595855,0.047668394,0.037305699,0.170984456,0.032124352,0.007253886,0.0,0.002072539,0.008290155,0.014507772,0.001450777,0.0,0.0,0.0,0.0,0.0,0.008290155,0.005181347,0.003108808,0.015544041,0.034507772,0.023108808,0.060103627,0.173056995,0.068393782,0.016580311,0.0,0.003108808,0.010362694,0.0,0.044559585,0.175129534,0.044559585,0.031088083,0.07253886,0.001036269,1.87253886,0.061243523,0.020725389,0.021761658,0.0,0.029015544,0.013471503,0.004145078,0.0,0.0,0.0,0.056994819,0.019689119,0.029015544,0.041865285,11.0,50.0,0.0,0.0,0,0.15182186234817813,0.0,0.000728626875,0.5454545454545454,0.0,0.6666666666666666,0.582180409518539,0.5,1.0714285714285714,0.625
Patrick Twumasi,gh GHA,MF,Alavés,24.0,1200000.0,176.0,1,La Liga,170.0,0.0,0.0,2.0,0.0,0.0,0.08,0.2,3.0,0.0,66.7,1.59,1.06,0.05,-0.1,71.0,63.4,70.8,84.2,41.7,-0.4,4.0,5.0,3.0,1.0,0.0,23.0,4.0,11.0,2.0,0.0,2.0,0.0,13.0,26.0,12.0,46.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,3.18,1.0,0.0,0.0,0.0,2.0,1.06,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,66.7,23.1,18.0,22.0,12.0,1.0,0.0,0.0,1.0,3.0,0.0,13.0,55.0,4.0,6.0,33.3,0.0,476.0,67.0,5.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,20.0,8.0,2.0,80.0,0.0,0.011764706,0.0,0.0,0.0,0.000470588,0.001176471,0.011176471,0.392352941,0.009352941,0.006235294,-0.000588235,0.372941176,0.416470588,0.495294118,0.245294118,-0.002352941,0.017647059,0.005882353,0.135294118,0.064705882,0.076470588,0.152941176,0.070588235,0.270588235,0.029411765,0.0,0.0,0.017647059,0.0,0.005882353,0.018705882,0.005882353,0.0,0.0,0.0,0.0,0.011764706,0.011764706,0.0,0.017647059,0.392352941,0.135882353,0.105882353,0.129411765,0.070588235,0.005882353,0.0,0.005882353,0.017647059,0.0,0.076470588,0.323529412,0.023529412,0.035294118,0.195882353,0.0,2.8,0.394117647,0.029411765,0.023529412,0.0,0.041176471,0.005882353,0.005882353,0.0,0.0,0.0,0.117647059,0.047058824,0.011764706,0.470588235,11.0,50.0,0.0,0.0,0,0.3292547274749722,0.0,0.01231617659375,0.6666666666666666,0.2608695652173913,0.3333333333333333,0.5084033613445378,0.0,0.0,0.0
Carlos Vigaray,es ESP,DF,Alavés,23.0,600000.0,182.0,1,La Liga,647.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.14,0.0,0.02,0.0,229.0,75.1,90.6,77.8,51.1,-0.3,13.0,8.0,68.0,3.0,0.0,15.0,7.0,10.0,2.0,0.0,1.0,0.0,38.0,87.0,9.0,149.0,4.0,63.0,1.0,0.0,5.0,4.0,7.0,8.0,1.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,14.0,50.0,24.3,71.0,33.0,7.0,13.0,2.0,0.0,6.0,30.0,0.0,110.0,77.0,1.0,8.0,62.5,0.0,887.0,88.3,7.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,46.0,11.0,11.0,50.0,0.0,0.001545595,0.0,0.0,0.0,0.0,7.73e-05,0.011128284,0.0,0.000216383,0.0,0.0,0.116074189,0.140030912,0.120247295,0.078979907,-0.000463679,0.00618238,0.004636785,0.023183926,0.015455951,0.058732612,0.13446677,0.013910355,0.230293663,0.00618238,0.001545595,0.0,0.007727975,0.00618238,0.010819165,0.001715611,0.00309119,0.0,0.0,0.0,0.0,0.015455951,0.007727975,0.001545595,0.021638331,0.077279753,0.03755796,0.109737249,0.051004637,0.010819165,0.020092736,0.00309119,0.00927357,0.046367852,0.0,0.170015456,0.119010819,0.001545595,0.01236476,0.096599691,0.0,1.370942813,0.136476043,0.010819165,0.00309119,0.0,0.01236476,0.00618238,0.0,0.0,0.0,0.0,0.071097372,0.017001546,0.017001546,0.077279753,11.0,50.0,0.0,0.0,0,0.5327793167128347,0.0,0.0026081915625,0.6060606060606061,0.38095238095238093,0.5,0.6245772266065389,0.875,0.0,0.0
Khaled Adénon,bj BEN,DF,Amiens,33.0,500000.0,180.0,1,Ligue 1,1994.0,0.0,0.0,7.0,1.0,0.0,0.04,0.0,11.0,0.0,0.0,0.5,0.0,0.08,-0.9,967.0,87.1,88.3,93.2,74.9,-0.1,62.0,4.0,28.0,27.0,0.0,106.0,45.0,0.0,0.0,0.0,0.0,0.0,97.0,196.0,145.0,707.0,86.0,1.0,8.0,1.0,23.0,6.0,7.0,7.0,0.32,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,0.0,31.0,41.9,43.0,85.0,67.0,6.0,36.0,11.0,0.0,19.0,118.0,0.0,667.0,24.0,15.0,2.0,100.0,0.0,4152.0,98.2,2.0,9.0,1.0,33.0,21.0,2.0,0.0,0.0,1.0,249.0,42.0,37.0,53.2,0.0,0.003510532,0.000501505,0.0,0.0,2.01e-05,0.0,0.0111334,0.0,0.000250752,0.0,-0.000451354,0.043681043,0.044282849,0.046740221,0.037562688,-5.02e-05,0.0,0.013540622,0.053159478,0.0,0.048645938,0.098294885,0.072718154,0.354563691,0.043129388,0.004012036,0.000501505,0.011534604,0.003009027,0.003510532,0.000160481,0.0,0.0,0.0,0.0,0.0,0.01003009,0.00551655,0.0,0.01554664,0.021013039,0.021564694,0.042627884,0.033600802,0.003009027,0.018054162,0.00551655,0.009528586,0.059177533,0.0,0.334503511,0.012036108,0.007522568,0.001003009,0.050150451,0.0,2.08224674,0.049247743,0.001003009,0.004513541,0.000501505,0.016549649,0.010531595,0.001003009,0.0,0.0,0.000501505,0.124874624,0.02106319,0.018555667,0.02668004,11.0,38.0,0.0,0.0,0,0.34208595387840673,0.0,0.0007992729843749999,0.7619047619047619,0.0,0.5806451612903226,0.5763487475915221,0.9565217391304348,0.0,0.0
Alexis Blin,fr FRA,MF,Amiens,21.0,5000000.0,184.0,1,Ligue 1,1990.0,1.0,1.0,4.0,0.0,0.05,0.01,0.02,6.0,0.0,16.7,0.27,0.05,0.05,0.7,928.0,82.0,85.6,84.7,71.1,0.6,73.0,8.0,17.0,14.0,0.0,139.0,13.0,2.0,0.0,0.0,0.0,0.0,135.0,146.0,97.0,715.0,80.0,2.0,8.0,5.0,15.0,16.0,22.0,24.0,1.09,0.0,0.0,0.0,0.0,2.0,0.09,0.0,0.0,0.0,0.0,0.0,29.0,36.0,9.0,90.0,24.4,25.9,171.0,312.0,57.0,47.0,13.0,0.0,23.0,56.0,0.0,283.0,167.0,7.0,11.0,45.5,0.0,2749.0,85.8,21.0,18.0,0.0,29.0,31.0,1.0,0.0,1.0,0.0,290.0,35.0,51.0,40.7,0.000502513,0.00201005,0.0,2.51e-05,4.52e-05,5.03e-06,1.01e-05,0.011105528,0.00839196,0.000135678,2.51e-05,0.000351759,0.04120603,0.043015075,0.042562814,0.035728643,0.000301508,0.000502513,0.007035176,0.069849246,0.001005025,0.067839196,0.073366834,0.048743719,0.359296482,0.040201005,0.004020101,0.002512563,0.007537688,0.008040201,0.011055276,0.000547739,0.0,0.0,0.0,0.0,0.0,0.014572864,0.018090452,0.004522613,0.045226131,0.012261307,0.013015075,0.085929648,0.15678392,0.028643216,0.02361809,0.006532663,0.011557789,0.028140704,0.0,0.142211055,0.083919598,0.003517588,0.005527638,0.022864322,0.0,1.381407035,0.043115578,0.010552764,0.009045226,0.0,0.014572864,0.015577889,0.000502513,0.0,0.000502513,0.0,0.145728643,0.01758794,0.025628141,0.020452261,11.0,38.0,0.0,0.0,0,0.29773292159373355,0.0,0.0030778894843749996,0.7785234899328859,0.4,0.7555555555555555,0.4794470716624227,0.9259259259259259,1.25,1.1111111111111112
Mathieu Bodmer,fr FRA,MF,Amiens,35.0,250000.0,190.0,1,Ligue 1,1073.0,1.0,0.0,1.0,0.0,0.0,0.1,0.08,13.0,0.0,38.5,1.09,0.42,0.09,-0.2,636.0,70.1,76.8,69.2,64.2,-1.0,47.0,12.0,30.0,15.0,2.0,126.0,8.0,7.0,0.0,0.0,0.0,0.0,101.0,130.0,88.0,461.0,57.0,3.0,2.0,4.0,16.0,17.0,22.0,27.0,2.26,0.0,0.0,1.0,2.0,2.0,0.17,0.0,0.0,1.0,0.0,0.0,5.0,9.0,2.0,14.0,28.6,25.0,22.0,97.0,57.0,8.0,2.0,0.0,4.0,11.0,0.0,88.0,215.0,25.0,10.0,50.0,0.0,1608.0,80.5,22.0,12.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0,64.0,27.0,30.0,47.4,0.000931966,0.000931966,0.0,0.0,7.46e-05,9.32e-05,7.46e-05,0.011090401,0.035880708,0.001015843,0.000391426,-0.000186393,0.065330848,0.071575023,0.064492078,0.059832246,-0.000931966,0.000931966,0.013979497,0.117427773,0.006523765,0.094128611,0.121155638,0.082013048,0.429636533,0.053122088,0.001863933,0.003727866,0.014911463,0.01584343,0.020503262,0.002106244,0.0,0.0,0.0,0.0,0.000931966,0.004659832,0.008387698,0.001863933,0.01304753,0.02665424,0.023299161,0.020503262,0.090400746,0.053122088,0.007455732,0.001863933,0.003727866,0.010251631,0.0,0.082013048,0.200372787,0.023299161,0.009319664,0.046598322,0.0,1.49860205,0.075023299,0.020503262,0.011183597,0.0,0.012115564,0.012115564,0.000931966,0.0,0.0,0.0,0.059645853,0.025163094,0.027958993,0.04417521,11.0,38.0,0.0,0.0,0,0.2820284697508897,0.0,0.0062179635625000005,0.7272727272727273,0.13333333333333333,0.7142857142857143,0.5149253731343284,0.38461538461538464,0.5882352941176471,0.0
Quentin Cornette,fr FRA,MF,Amiens,24.0,300000.0,172.0,1,Ligue 1,209.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,7.0,0.0,28.6,3.01,0.86,0.05,-0.4,64.0,68.8,81.8,66.7,37.5,0.0,4.0,0.0,6.0,5.0,0.0,15.0,3.0,3.0,1.0,0.0,0.0,0.0,7.0,11.0,3.0,56.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,21.3,13.0,22.0,12.0,5.0,0.0,0.0,1.0,2.0,0.0,20.0,41.0,9.0,5.0,40.0,1.0,512.0,81.8,2.0,6.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.00076555,0.0,0.011004785,0.136842105,0.014401914,0.004114833,-0.001913876,0.329186603,0.39138756,0.319138756,0.179425837,0.0,0.0,0.023923445,0.071770335,0.014354067,0.033492823,0.052631579,0.014354067,0.267942584,0.014354067,0.004784689,0.0,0.009569378,0.014354067,0.014354067,0.002057416,0.0,0.0,0.0,0.0,0.0,0.009569378,0.014354067,0.0,0.009569378,0.0,0.101913876,0.062200957,0.105263158,0.057416268,0.023923445,0.0,0.004784689,0.009569378,0.0,0.09569378,0.196172249,0.043062201,0.023923445,0.19138756,0.004784689,2.449760766,0.39138756,0.009569378,0.028708134,0.0,0.014354067,0.033492823,0.004784689,0.0,0.0,0.0,0.086124402,0.004784689,0.0,0.4784689,11.0,38.0,0.0,0.0,0,0.3435326842837274,0.0,0.001121411484375,0.9090909090909091,0.0,1.0,0.638671875,0.6,0.0,0.0
Bakaye Dibassy,ml MLI,DF,Amiens,28.0,3000000.0,183.0,0,Ligue 1,2942.0,1.0,1.0,5.0,1.0,0.03,0.04,0.01,11.0,0.0,18.2,0.34,0.06,0.12,-0.3,1442.0,76.1,87.1,80.6,54.7,0.7,72.0,13.0,172.0,22.0,1.0,229.0,21.0,40.0,0.0,0.0,0.0,0.0,214.0,324.0,1006.0,196.0,59.0,150.0,2.0,3.0,40.0,34.0,35.0,13.0,0.4,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,25.0,11.0,4.0,34.0,41.2,34.0,155.0,129.0,34.0,64.0,22.0,1.0,25.0,121.0,1.0,678.0,271.0,24.0,29.0,75.9,0.0,5168.0,93.4,10.0,16.0,0.0,35.0,17.0,2.0,0.0,1.0,0.0,326.0,46.0,52.0,46.9,0.000339905,0.001699524,0.000339905,1.02e-05,2.04e-05,1.36e-05,3.4e-06,0.011114888,0.006186268,0.000115568,2.04e-05,-0.000101971,0.025866757,0.02960571,0.027396329,0.018592794,0.000237933,0.002039429,0.007477906,0.077838205,0.013596193,0.072739633,0.110129164,0.341944256,0.066621346,0.020054385,0.00067981,0.001019714,0.013596193,0.011556764,0.011896669,0.000135962,0.0,0.0,0.0,0.0,0.0,0.008497621,0.003738953,0.001359619,0.011556764,0.014004079,0.011556764,0.052685248,0.043847723,0.011556764,0.021753909,0.007477906,0.008497621,0.041128484,0.000339905,0.230455472,0.092114208,0.008157716,0.00985724,0.025798776,0.0,1.756628144,0.031747111,0.003399048,0.005438477,0.0,0.011896669,0.005778382,0.00067981,0.0,0.000339905,0.0,0.110808973,0.015635622,0.017675051,0.015941536,11.0,38.0,0.0,0.0,0,0.34943685597891205,0.0,0.00116842296875,0.691358024691358,0.14814814814814814,0.5882352941176471,0.5247678018575851,0.9411764705882353,0.5555555555555556,1.25
Juan Ferney Otero,co COL,FW,Amiens,23.0,4000000.0,182.0,1,Ligue 1,2175.0,2.0,2.0,1.0,0.0,0.08,0.16,0.09,59.0,4.0,22.0,2.44,0.54,0.07,-1.9,758.0,69.9,80.1,75.5,36.0,-0.2,25.0,22.0,42.0,14.0,0.0,186.0,20.0,61.0,15.0,1.0,0.0,0.0,102.0,147.0,84.0,578.0,56.0,8.0,6.0,1.0,30.0,11.0,44.0,63.0,2.61,2.0,6.0,3.0,5.0,5.0,0.21,0.0,0.0,1.0,0.0,0.0,9.0,11.0,5.0,48.0,20.8,21.4,128.0,240.0,173.0,36.0,4.0,0.0,15.0,13.0,0.0,157.0,564.0,76.0,99.0,57.6,1.0,6299.0,70.3,72.0,53.0,0.0,29.0,39.0,14.0,0.0,0.0,0.0,186.0,30.0,54.0,35.7,0.00091954,0.00045977,0.0,3.68e-05,7.82e-05,7.36e-05,4.14e-05,0.011126437,0.010114943,0.001121839,0.000248276,-0.000873563,0.032137931,0.036827586,0.034712644,0.016551724,-9.2e-05,0.004137931,0.006436782,0.085517241,0.028045977,0.046896552,0.067586207,0.03862069,0.265747126,0.025747126,0.002758621,0.00045977,0.013793103,0.005057471,0.020229885,0.0012,0.00091954,0.002758621,0.0,0.0,0.00045977,0.004137931,0.005057471,0.002298851,0.022068966,0.009563218,0.00983908,0.058850575,0.110344828,0.07954023,0.016551724,0.00183908,0.006896552,0.005977011,0.0,0.072183908,0.259310345,0.034942529,0.045517241,0.026482759,0.00045977,2.896091954,0.032321839,0.033103448,0.024367816,0.0,0.013333333,0.017931034,0.006436782,0.0,0.0,0.0,0.085517241,0.013793103,0.024827586,0.016413793,11.0,38.0,0.0,0.0,0,0.27500284446467177,0.0,0.007162356265625,0.6666666666666666,0.14634146341463414,0.7916666666666666,0.605810446102556,0.7272727272727273,0.45454545454545453,0.7407407407407407
Ganso,br BRA,MF,Amiens,28.0,2000000.0,184.0,0,Ligue 1,520.0,0.0,2.0,0.0,0.0,0.35,0.02,0.21,2.0,0.0,0.0,0.35,0.0,0.06,-0.1,329.0,85.7,93.6,86.2,64.3,0.8,37.0,6.0,41.0,24.0,1.0,70.0,6.0,5.0,6.0,0.0,0.0,0.0,36.0,37.0,262.0,43.0,8.0,9.0,4.0,2.0,2.0,4.0,9.0,24.0,4.15,4.0,0.0,0.0,0.0,3.0,0.52,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,25.0,28.0,24.6,19.0,72.0,27.0,11.0,2.0,0.0,4.0,0.0,0.0,36.0,128.0,3.0,8.0,75.0,0.0,1206.0,88.7,11.0,8.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,36.0,3.0,1.0,75.0,0.0,0.0,0.0,0.000673077,0.000673077,3.85e-05,0.000403846,0.011153846,0.0,0.000673077,0.0,-0.000192308,0.164807692,0.18,0.165769231,0.123653846,0.001538462,0.0,0.046153846,0.134615385,0.009615385,0.069230769,0.071153846,0.503846154,0.082692308,0.015384615,0.007692308,0.003846154,0.003846154,0.007692308,0.017307692,0.007980769,0.007692308,0.0,0.001923077,0.0,0.0,0.003846154,0.015384615,0.003846154,0.048076923,0.053846154,0.047307692,0.036538462,0.138461538,0.051923077,0.021153846,0.003846154,0.007692308,0.0,0.0,0.069230769,0.246153846,0.005769231,0.015384615,0.144230769,0.0,2.319230769,0.170576923,0.021153846,0.015384615,0.0,0.017307692,0.017307692,0.0,0.0,0.0,0.0,0.069230769,0.005769231,0.001923077,0.144230769,11.0,38.0,0.0,0.0,0,0.3307359307359307,0.0,0.012049278859375,0.72,0.0,0.72,0.4079601990049751,0.4166666666666667,0.0,1.1764705882352942
Saman Ghoddos,ir IRN,FW,Amiens,24.0,5000000.0,177.0,1,Ligue 1,1827.0,4.0,4.0,4.0,0.0,0.2,0.12,0.12,42.0,9.0,40.5,2.07,0.84,0.06,1.6,610.0,65.7,78.9,74.5,36.4,1.5,28.0,17.0,124.0,40.0,1.0,114.0,24.0,35.0,63.0,5.0,8.0,3.0,94.0,166.0,38.0,519.0,25.0,12.0,6.0,4.0,11.0,15.0,22.0,61.0,3.0,22.0,2.0,4.0,6.0,4.0,0.2,1.0,0.0,0.0,0.0,0.0,11.0,17.0,5.0,41.0,22.0,22.4,77.0,196.0,115.0,25.0,2.0,0.0,3.0,12.0,0.0,107.0,409.0,28.0,36.0,50.0,0.0,3286.0,65.3,43.0,25.0,0.0,29.0,43.0,5.0,0.0,0.0,0.0,129.0,11.0,21.0,34.4,0.002189381,0.002189381,0.0,0.000109469,0.000213465,6.57e-05,6.57e-05,0.011111111,0.022167488,0.001133005,0.00045977,0.000875753,0.035960591,0.04318555,0.04077723,0.019923372,0.000821018,0.002736727,0.021893815,0.062397373,0.019157088,0.051450465,0.090859332,0.020799124,0.28407225,0.013683634,0.003284072,0.002189381,0.006020799,0.008210181,0.012041598,0.001642036,0.012041598,0.001094691,0.000547345,0.0,0.0,0.006020799,0.009304871,0.002736727,0.02244116,0.012041598,0.012260536,0.042145594,0.107279693,0.062944718,0.013683634,0.001094691,0.001642036,0.006568144,0.0,0.058565955,0.223864258,0.01532567,0.019704433,0.027367269,0.0,1.798576902,0.035741653,0.023535851,0.013683634,0.0,0.015873016,0.023535851,0.002736727,0.0,0.0,0.0,0.070607553,0.006020799,0.011494253,0.018828681,11.0,38.0,0.0,0.0,0,0.3193643650682042,0.0,0.007209564671875,0.5373134328358209,0.14084507042253522,0.7804878048780488,0.5453438831405965,0.7407407407407407,1.3793103448275863,1.3333333333333333
